service_item_code_id,service_type_code,service_item_code,service_item_name,service_synthetic_unit,service_calculation_unit,service_start_date,service_end_date,service_kind,service_calcinfo_1,service_calcinfo_2,service_calcinfo_3,service_calcinfo_4,service_calcinfo_5,reserve1,reserve2,reserve3,reserve4,rank,classification_support_limit_flg,synthetic_unit_input_flg
854,35,1111,予防特定施設生活１,182,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
855,35,1121,予防特定施設生活２,311,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
856,35,6304,予防特定施設身体拘束廃止未実施減算１,-18,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
857,35,6305,予防特定施設身体拘束廃止未実施減算２,-31,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
858,35,4001,予防特定施設生活機能向上連携加算Ⅰ,100,30,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
859,35,4002,予防特定施設生活機能向上連携加算Ⅱ１,200,30,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
860,35,4003,予防特定施設生活機能向上連携加算Ⅱ２,100,30,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
861,35,6003,予防特定施設個別機能訓練加算Ⅰ,12,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
862,35,6004,予防特定施設個別機能訓練加算Ⅱ,20,30,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
863,35,6109,予防特定施設若年性認知症受入加算,120,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
864,35,6123,予防特定施設医療機関連携加算,80,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,0,0
865,35,6122,予防特定施設口腔衛生管理体制加算,30,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,0,0
866,35,6201,予防特定施設口腔栄養スクリーニング加算,20,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,0,0
867,35,6361,予防特定施設科学的介護推進体制加算,40,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,0,0
868,35,1201,予防外部特定施設生活,56,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
